Description,type,patient,period,is_other_cell,is_CD4_T_cell,is_CD8_T_cell,is_B_cell,is_myeloid_cell,is_proinflammatory_factor,Response,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,RF,tpm,contactCount,atac_count,id
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP,ART_long,ART,long,1,0,0,0,0,1,2,0.0532544378698225,0.00931866073519082,3.06e-05,0.005149227,0.004557167,4967/23406/8826/3560/57649/6777/7798/283989/1822,9,5.71481668698522,22.4969153511157,30.3460104987502,686,129
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP,ART_long,ART,long,1,0,0,0,0,1,2,0.0473372781065089,0.00927183329431047,0.000185253,0.012943026,0.011454832,4967/8826/3560/6777/6645/23365/7798/283989,8,5.10549279780049,13.8787583125043,27.8548132839579,740,130
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN,ART_long,ART,long,1,0,0,0,0,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,8705/79956/9962/23102/4277/5305/1739,7,4.42263313609467,2.00970102152256,39.2246799242114,702,131
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN,ART_long,ART,long,0,0,0,0,1,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,23048/3683/51460/7251/9274/5094/7982,7,4.42263313609467,65.8909445788577,24.1618308215143,689,132
GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_UP,ART_long,ART,long,0,0,0,0,1,1,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,23476/10048/7009/4795/976/6891/8726,7,4.42263313609467,25.2525576284144,11.7426022824839,403,133
GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL6_STIM_MACROPHAGE_UP,ART_long,ART,long,0,0,0,0,1,1,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,4363/55193/79801/10129/9267/79058/23013,7,4.42263313609467,12.9031673690868,37.5398562209805,556,134
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,753/23112/976/8672/6777/23365/1399,7,4.42263313609467,14.9311372068273,38.9716096274581,993,135
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP,ART_long,ART,long,1,0,0,0,0,1,2,0.0473372781065089,0.00842893935846406,9.6e-05,0.012943026,0.011454832,3655/23303/8832/5305/23112/10129/8672/56204,8,5.61604207758054,9.86603601016965,31.4724017844161,1046,136
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN,ART_long,ART,long,1,0,0,0,0,1,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,26207/1060/8832/50650/60468/23112/26036/2035,8,5.07983705509797,13.3041143618364,28.1341734254271,1243,137
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP,ART_long,ART,long,0,0,0,0,1,1,2,0.0414201183431953,0.00833528447670335,0.000551348,0.031646459,0.028007739,8832/60468/9466/10788/10129/9267/51176,7,4.96925071471312,14.7995732104563,32.1807004430083,921,138
GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00758604542261765,0.000313047,0.01983087,0.01755071,57690/23303/23048/64324/51460/79613/64783,7,5.46004090875886,31.3117175956865,36.1425549452613,782,139
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00927183329431047,0.000185253,0.012943026,0.011454832,4967/57153/817/324/148867/10129/23013/51176,8,5.10549279780049,18.2893501813094,24.6374710041683,918,140
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN,ART_long,ART,long,1,0,0,0,0,1,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,26207/283450/50650/9466/976/6777/50852/51176,8,5.05443786982248,11.7567286831761,22.8077218801948,1058,141
GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP,ART_long,ART,long,1,0,0,0,0,1,2,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,26207/283450/50650/324/976/148867/1739/50852/51176,9,5.6862426035503,7.68972647310578,24.8233804870347,1083,142
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN,ART_long,ART,long,0,0,0,0,1,1,1,0.0414201183431953,0.00707094357293374,0.000203747,0.013096734,0.011590867,57690/26207/3716/55870/8672/23077/84186,7,5.85779223323798,10.5931820027305,33.552673875029,897,143
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN,ART_long,ART,long,1,0,0,0,0,1,1,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,60468/976/3716/54165/10129/9267/23365,7,4.44485742321073,16.4329194278076,31.2111203349424,908,144
GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN,ART_long,ART,long,0,0,0,0,0,0,1,0.0473372781065089,0.0079606649496605,6.44e-05,0.009701965,0.00858643,255231/4795/59269/196/9693/23102/10767/117584,8,5.94639749390881,1.97068625639622,22.1457585398197,976,145
GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,753/23214/5533/50650/6891/1739/114799/51735,8,5.07983705509797,19.307496794693,28.7663362869051,917,146
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,10144/26065/23443/8672/6891/6645/5094,7,4.42263313609467,43.2524418397029,14.6086060060204,523,147
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,29035/5533/3683/51460/29123/6891/7251/7982,8,5.05443786982248,56.937618945878,19.3069744741322,782,148
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,255231/59269/5533/57649/29123/10788/56852,7,4.42263313609467,14.8443774106345,25.3492094294278,951,149
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN,ART_long,ART,long,0,0,1,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,6223/255231/8289/57649/6645/84937/23077,7,4.42263313609467,55.8234454371937,22.0308377419689,523,150
NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0769230769230769,0.0223835167408101,0.000116295,0.012943026,0.011454832,3655/55972/6929/22992/10144/79956/283450/9466/54878/23064/4700/1739/23163,13,3.43659478596717,10.6930467802395,29.5252913751017,797,151
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_NEGATIVE,ART_long,ART,long,0,0,0,0,1,0,0,0.0828402366863905,0.0170451884804495,1.28e-06,0.001869571,0.001654607,3655/10163/65117/378938/60468/3716/50852/56204/54856/5094/114799/51176/51735/55818,14,4.86003641329085,395.535553623759,14.4814426075332,1362,152
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE,ART_long,ART,long,0,0,0,0,1,0,0,0.0769230769230769,0.022243034418169,0.000109252,0.012943026,0.011454832,25981/255231/4026/57494/378938/60468/26036/6777/50852/54856/5094/51176/7798,13,3.4582995951417,423.981170762682,16.1054519023169,1185,153
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP,ART_short,ART,short,0,0,0,0,1,1,2,0.0514705882352941,0.00777335518613908,9.52e-05,0.013429159,0.011493238,57521/84961/23059/5925/23248/114804/7414,7,6.62141211906449,5.10486438853227,34.659718405805,1156,154
GSE10273_HIGH_VS_LOW_IL7_TREATED_IRF4_8_NULL_PRE_BCELL_DN,ART_short,ART,short,0,0,0,1,0,1,1,0.0514705882352941,0.00927183329431047,0.00028216,0.019792714,0.016939435,7187/57690/1778/3710/29110/10956/4700,7,5.55128490790255,21.4803913407778,47.5430120055947,319,155
GSE10325_CD4_TCELL_VS_BCELL_UP,ART_short,ART,short,0,1,0,1,0,0,2,0.0808823529411765,0.00927183329431047,5.85e-08,8.4e-05,7.19e-05,22848/399665/3707/5775/23059/5295/8631/138151/5588/1540/5578,11,8.7234477124183,22.1342394299623,33.7154932887869,1068,156
GSE10325_CD4_TCELL_VS_MYELOID_UP,ART_short,ART,short,0,1,0,0,1,0,2,0.0882352941176471,0.00931866073519082,5.69e-09,2.33e-05,1.99e-05,399665/3707/5775/23059/10055/5295/8631/5588/1606/5900/1540/5578,12,9.46866686373042,20.9993794362284,31.1175683114287,1393,157
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP,ART_short,ART,short,0,1,0,1,0,0,2,0.0808823529411765,0.00931866073519082,6.16e-08,8.4e-05,7.19e-05,399665/3707/5775/23059/9797/5295/8631/5588/1606/1540/5578,11,8.67961129175288,23.4754003700972,28.2935522533713,1036,158
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP,ART_short,ART,short,0,1,0,0,1,0,2,0.0588235294117647,0.00931866073519082,4.2e-05,0.006593738,0.005643198,5533/399665/5775/9797/8631/5588/3710/5578,8,6.31244457582028,16.4610063075772,30.127394719704,698,159
GSE11057_CD4_CENT_MEM_VS_PBMC_UP,ART_short,ART,short,0,1,0,0,1,0,2,0.0514705882352941,0.00922500585343011,0.000273617,0.019792714,0.016939435,55690/89846/3707/55870/5588/1606/3710,7,5.57946401911018,22.361080730434,20.7174891332563,871,160
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN,ART_short,ART,short,0,1,0,0,0,0,1,0.0514705882352941,0.00880355888550691,0.000205702,0.019792714,0.016939435,5533/57634/50807/55870/10055/9918/23499,7,5.84656602002503,13.4845425826581,26.4895817766509,1080,161
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP,ART_short,ART,short,0,0,0,1,0,0,2,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,399665/8287/3607/5933/29110/30844/5888,7,5.49577205882353,13.1446642253726,44.6262699630107,574,162
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_UP,ART_short,ART,short,0,0,0,1,0,0,2,0.0588235294117647,0.00931866073519082,4.2e-05,0.006593738,0.005643198,22848/7182/9851/23186/5295/57410/5933/114804,8,6.31244457582028,13.5125517031306,39.8863366662802,739,163
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN,ART_short,ART,short,0,0,0,1,0,0,1,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,55852/54838/9693/57410/5933/29110/5888,7,5.49577205882353,2.50028895580416,24.7085487350385,471,164
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP,ART_short,ART,short,0,0,0,1,0,0,2,0.0661764705882353,0.00922500585343011,4.92e-06,0.002427528,0.00207758,55421/84458/65125/284611/10055/120/5888/259230/7443,9,7.17359659599881,8.85686888045337,23.6585383541364,976,165
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN,ART_short,ART,short,0,0,0,0,1,1,1,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,1729/246175/65125/5880/5900/84181/11064,7,5.49577205882353,24.4897246889734,38.6190980713105,580,166
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN,ART_short,ART,short,0,0,0,1,0,0,1,0.0588235294117647,0.00931866073519082,4.2e-05,0.006593738,0.005643198,3707/10055/3183/30844/2961/5578/54870/259230,8,6.31244457582028,10.8309317343637,30.0340691350495,1096,167
GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_UP,ART_short,ART,short,0,0,0,1,0,1,2,0.0588235294117647,0.00927183329431047,4.05e-05,0.006593738,0.005643198,1729/83478/10464/3707/6894/1606/7414/11064,8,6.34432560903149,14.8765979510308,19.6995645452704,682,168
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP,ART_short,ART,short,0,0,0,1,0,0,2,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,23515/83478/10464/6894/5295/1606/9712/259230,8,6.28088235294118,12.7253339676854,23.025191942725,569,169
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP,ART_short,ART,short,0,0,0,0,1,0,2,0.0514705882352941,0.00917817841254975,0.000265283,0.019792714,0.016939435,22848/91942/83478/6894/50807/7187/3064,7,5.60793067226891,9.1738807137613,38.3121776329873,638,170
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP,ART_short,ART,short,0,0,0,0,1,0,2,0.0514705882352941,0.00922500585343011,0.000273617,0.019792714,0.016939435,22848/6894/50807/5775/7187/138151/7414,7,5.57946401911018,9.79949724135154,36.2549514470766,625,171
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN,ART_short,ART,short,1,1,0,0,0,0,1,0.0514705882352941,0.00931866073519082,0.000290916,0.019792714,0.016939435,399665/3707/9797/8631/5880/30844/7414,7,5.52338900384274,23.4027685920453,30.2673701643726,631,172
GSE15330_WT_VS_IKAROS_KO_HSC_UP,ART_short,ART,short,1,0,0,0,0,0,2,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,1520/5339/5880/10905/26133/7414/54870,7,5.49577205882353,30.2963755135673,31.957738599225,518,173
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP,ART_short,ART,short,1,0,0,0,0,0,2,0.0514705882352941,0.0091313509716694,0.000257155,0.019792714,0.016939435,246175/399665/89846/84961/5295/5588/120,7,5.63668929110106,32.744790417095,27.8556358559023,799,174
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN,ART_short,ART,short,0,0,1,0,0,0,1,0.0588235294117647,0.00927183329431047,4.05e-05,0.006593738,0.005643198,55852/55690/399665/57690/4627/5933/9918/7443,8,6.34432560903149,24.3251581204556,43.3185128629118,565,175
GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_DN,ART_short,ART,short,0,0,0,0,1,0,1,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,23515/3707/23293/9889/1606/57410/5933/10905,8,6.28088235294118,13.4967842466909,39.9617963275189,781,176
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_UP,ART_short,ART,short,0,0,0,0,1,1,2,0.0514705882352941,0.00814797471318192,0.000127622,0.017407613,0.014898165,7182/246175/1520/84961/4627/2961/55291,7,6.31697937795808,25.305134729617,18.8007562221423,442,177
GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP,ART_short,ART,short,0,0,0,0,1,0,2,0.0441176470588235,0.00730508077733552,0.000496755,0.032265425,0.027614104,55690/89846/84961/1540/23248/552900,6,6.03930995475113,50.7782647355182,15.9968967571332,561,178
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN,ART_short,ART,short,0,0,0,1,0,1,1,0.0514705882352941,0.00880355888550691,0.000205702,0.019792714,0.016939435,55852/7182/399665/5295/23198/9727/84181,7,5.84656602002503,23.1751186382336,37.4662955197923,479,179
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP,ART_short,ART,short,0,0,0,1,0,1,2,0.0514705882352941,0.00894404120814797,0.000226624,0.019792714,0.016939435,246175/399665/3707/84961/9693/5295/23198,7,5.75473514012935,31.1012045158882,22.6063181820949,711,180
GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP,ART_short,ART,short,0,0,1,0,0,0,2,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,10464/5339/9797/54838/5295/1432/5880/552900,8,6.28088235294118,50.7270737904117,26.830858011629,599,181
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_DN,ART_short,ART,short,0,1,0,0,0,1,1,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,22848/55690/399665/3707/50807/3710/10956,7,5.49577205882353,27.1656402342186,22.7647293166815,763,182
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN,ART_short,ART,short,0,0,0,0,1,0,1,0.0588235294117647,0.00931866073519082,4.2e-05,0.006593738,0.005643198,22848/1387/54838/1432/120/23499/1540/10905,8,6.31244457582028,21.7144506597789,22.9740974209577,830,183
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP,ART_short,ART,short,0,0,0,0,1,0,2,0.0514705882352941,0.00931866073519082,0.000290916,0.019792714,0.016939435,22848/5533/1387/1432/120/23499/10905,7,5.52338900384274,19.9141270311357,24.8639516737253,833,184
GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN,ART_short,ART,short,0,1,1,0,0,0,1,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,399665/3707/1606/3660/2885/155038/29123/4700,8,6.28088235294118,25.7176604871756,36.7335151542535,892,185
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP,ART_short,ART,short,0,1,0,1,0,0,2,0.0661764705882353,0.00927183329431047,5.13e-06,0.002427528,0.00207758,399665/3707/65125/5775/10055/5295/51586/5900/5578,9,7.13736631016043,24.116462883422,36.6052397276754,1216,186
GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP,ART_short,ART,short,0,0,0,1,0,1,2,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,23515/83478/84458/1606/22806/120/29761,7,5.49577205882353,12.4997351564691,27.8430426435725,591,187
GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP,ART_short,ART,short,0,1,0,0,1,0,2,0.0588235294117647,0.00922500585343011,3.91e-05,0.006593738,0.005643198,399665/5775/5295/8631/5588/1606/3710/5578,8,6.37653030755449,25.7757538600856,29.5087377959126,753,188
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP,ART_short,ART,short,0,0,1,0,1,0,2,0.0588235294117647,0.00931866073519082,4.2e-05,0.006593738,0.005643198,399665/8287/5775/8631/5588/3710/23499/5578,8,6.31244457582028,20.9311872212109,36.428188618439,920,189
GSE22886_NAIVE_TCELL_VS_DC_UP,ART_short,ART,short,1,0,0,0,1,0,2,0.0514705882352941,0.00931866073519082,0.000290916,0.019792714,0.016939435,5533/8631/5588/1606/120/3710/23347,7,5.52338900384274,18.5386258431108,25.724056740468,653,190
GSE22886_NAIVE_TCELL_VS_MONOCYTE_UP,ART_short,ART,short,1,0,0,0,1,0,2,0.0514705882352941,0.00927183329431047,0.00028216,0.019792714,0.016939435,399665/9797/8631/5588/1606/3710/5578,7,5.55128490790255,24.1905695138989,32.456499277134,582,191
GSE22886_TCELL_VS_BCELL_NAIVE_UP,ART_short,ART,short,1,0,0,2,0,0,2,0.0514705882352941,0.00931866073519082,0.000290916,0.019792714,0.016939435,399665/3707/10055/5588/1606/51586/5578,7,5.52338900384274,24.8375722702385,38.5479775547743,1040,192
GSE24210_CTRL_VS_IL35_TREATED_TCONV_CD4_TCELL_UP,ART_short,ART,short,0,1,0,0,0,1,2,0.0735294117647059,0.00936548817607118,6.33e-07,0.000647808,0.000554421,23515/246175/399665/2175/84458/7187/5880/3660/3710/9712,10,7.85110294117647,19.8172836001399,45.5860603308655,685,193
GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_UP,ART_short,ART,short,1,0,0,0,0,0,2,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,83478/84458/8631/4627/23248/84181/259230,7,5.49577205882353,14.7329443454792,30.2452189010058,669,194
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN,ART_short,ART,short,1,0,0,0,0,0,1,0.0514705882352941,0.00931866073519082,0.000290916,0.019792714,0.016939435,124245/55690/246175/7187/57690/9693/2530,7,5.52338900384274,12.633213304367,40.2489253391969,512,195
GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_UP,ART_short,ART,short,0,0,0,1,0,0,2,0.0441176470588235,0.00749239054085694,0.000567807,0.036304186,0.031070645,1520/157378/23186/51586/23347/10403,6,5.88832720588235,20.968972587845,48.0899631578015,336,196
GSE25677_MPL_VS_R848_STIM_BCELL_DN,ART_short,ART,short,0,0,0,1,0,0,1,0.0514705882352941,0.00847576679934442,0.000162904,0.019792714,0.016939435,1606/3660/4627/120/10403/7170/30844,7,6.0726763080923,23.9637576849089,29.1621563551878,589,197
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP,ART_short,ART,short,0,1,0,0,0,0,2,0.0661764705882353,0.00842893935846406,2.35e-06,0.001922337,0.001645217,246175/23139/65125/1387/5925/9918/9520/23499/5578,9,7.85110294117647,19.0222417513184,33.7867301499829,1039,198
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,ART_short,ART,short,0,1,0,0,0,1,2,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,22848/1520/399665/9797/5588/4627/23198/11064,8,6.28088235294118,36.5980479394998,32.8559795147585,643,199
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN,ART_short,ART,short,1,0,0,0,0,0,1,0.0514705882352941,0.00936548817607118,0.00029989,0.019792714,0.016939435,10892/23515/65125/7187/1387/5880/83891,7,5.49577205882353,18.8416187163819,56.7576755905436,522,200
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN,ART_short,ART,short,0,1,0,0,0,0,1,0.0661764705882353,0.00922500585343011,4.92e-06,0.002427528,0.00207758,23476/9851/5925/7170/23527/10905/155038/84181/1315,9,7.17359659599881,10.389050692849,24.9826221805369,513,201
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP,ART_short,ART,short,0,0,0,0,0,0,2,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,23476/721/65125/5339/10425/7414/4700/2530,8,6.28088235294118,25.2969455580084,26.5287199198103,604,202
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_DN,ART_short,ART,short,0,0,0,0,1,0,1,0.0588235294117647,0.00936548817607118,4.35e-05,0.006593738,0.005643198,23476/1203/399665/3707/23186/8904/5933/9520,8,6.28088235294118,24.786422606636,45.4049498348634,730,203
